4.085337250728423575e-01,2.396137406908024348e-01,-1.301757813385464591e+00
-4.133725531850228618e-01,5.024805592659813414e-01,-1.157689827232528890e+00
-1.404677501129938111e-01,3.361770618000518573e-01,-1.816653855733074474e+00
-4.117766186641338422e-01,-3.844714272189761473e-01,-8.471351121834707065e-01
-7.038326359868315452e-01,-1.037225121420843610e-01,-1.443253156928526515e+00
1.132858387083665042e-01,3.486945293512508370e-01,-1.196279466380636647e+00
2.309291739451711400e+00,-6.240915203419284962e-01,-1.428552342014961729e+00
2.521321420257146007e-01,-1.072989314424269286e-01,-1.463099257061839076e+00
-6.399952551512692045e-01,7.242185558872207274e-01,-1.596509152402440401e+00
2.297890587332677703e-01,-4.202356202224018511e-01,-1.006638953995649732e+00
1.244573803545899193e-01,-1.520041726967090723e-01,-1.281911713252152030e+00
-1.157078039919324119e+00,5.006351777264618497e-02,-1.222373412852214347e+00
7.954160329688628878e-03,-8.226399634002894146e-02,-1.095946404595556256e+00
-9.783333735797496988e-01,-2.485674938059584671e-01,-5.233496637122042605e-01
-3.447473687867933512e-01,-4.095063623213741621e-01,-1.328219280229881338e+00
-2.777181189094529157e-01,-3.022137833110970506e-01,-1.063972132158552686e+00
4.532198916577359626e-01,-1.555805919970516260e-01,-1.539543494612376495e+00
-2.601628391796732553e-01,-1.430631244458526463e-01,-1.135271084489342330e+00
-1.169845516086436721e+00,9.155569884555482263e-01,-8.588957641143226684e-01
1.196695767919227493e-01,-5.060696834306236402e-01,-1.217595648005305620e+00
1.315024532937827617e+00,2.324037302007690015e-02,-1.418629291948305449e+00
-8.267195940952890565e-01,-7.224430511013492096e-01,-9.625365092549550416e-01
-4.452912436028040322e-01,6.258098532384517854e-02,-1.186723936686819414e+00
8.745466051724474221e-01,3.075657073973112610e-01,-1.513449548140798795e+00
6.064296056630855691e-01,5.847382031738604935e-01,-8.434599084550795656e-01
-1.398064152573571972e+00,-8.207945818607698119e-01,-7.015970445391784827e-01
-1.599151902205593556e+00,-6.598557133453542001e-01,-6.608022831540358855e-01
1.594313074093412830e+00,5.453975908700922082e-01,-1.397680630696475523e+00
-4.085847496223556918e-01,-2.682377999578426375e-01,-1.045963633889435807e+00
-9.815252426215277382e-01,2.503429985918301237e-01,-1.509406824039568384e+00
-3.992387529698313009e-02,6.240788154776287788e-01,-1.572252807795058160e+00
-4.133725531850228618e-01,-3.165194605124673211e-01,-1.021339768909214518e+00
-5.617944636277053538e-01,-3.075784122616109229e-01,-1.236339187020100816e+00
5.665312426408591895e-01,-1.251810279441397944e-01,-1.443988197674204832e+00
-7.501147370926142255e-01,3.039892880969687350e-01,-6.582296405441619980e-01
-1.672564890166490015e+00,1.257105031638263704e+00,-1.971747453071183820e+00
-1.899187592132736357e+00,-5.936919562890166091e-01,-4.274268464011934388e-01
-9.687577664544152478e-01,-6.240915203419284962e-01,-7.604003041934379592e-01
1.284701777040935466e+00,5.775853645731753305e-01,-1.147031736420194292e+00
1.388207910425914571e-01,-2.557203324066436023e-01,-1.106972015780729901e+00
-1.327843033654453553e+00,2.145788055884044476e-01,-1.497278651735877597e+00
-4.819977375832523725e-01,-1.155189786442800237e+00,-9.592288258994029482e-01
-8.745976297219608675e-01,-1.431202963352009444e-02,-4.458028650431495321e-01
7.357003018550993811e-01,1.369762239599054743e+00,-1.722568640286259223e+00
-9.192837963068545282e-01,-1.037167949531495381e+00,-4.318370908752628967e-01
1.548030972987630260e+00,5.918910417745456565e-01,-1.051843959854861676e+00
1.217672527163595086e+00,2.932600301959409905e-01,-1.059194367311644180e+00
9.224246407991192331e-01,-1.144517700431120777e-01,-1.446928360656917878e+00
-1.150694301835768041e+00,-8.279474204614549748e-01,-5.648794658430250637e-01
1.610272419302303470e+00,6.795133146329386253e-01,-1.065809734022748367e+00
-1.370933265718458083e+00,1.255316821988092579e+00,-1.844585404068847634e+00
4.165133976772876223e-01,-3.808950079186336213e-01,-1.163202632825115712e+00
-7.469228680508361862e-01,-2.092268815021902095e-01,-6.549219571886099045e-01
-7.692659513432830165e-01,1.267834289539291559e+00,-2.015114857066200305e+00
7.245287602088759105e-01,-2.018895047475531168e+00,-7.276968661144071759e-02
-1.077281313874871360e+00,-8.333120494119689026e-01,-7.321012354848255299e-01
1.342155419792941728e+00,5.990438803752307084e-01,-1.105869454662212537e+00
4.133215286355095275e-01,1.502032581822381752e-01,-1.053681561719057358e+00
-5.522188565023710138e-01,1.194517693882268805e+00,-2.030550712725443407e+00
1.484193592152067920e+00,5.239390750680367193e-01,-9.191691052599386680e-01
-1.094836593604650909e+00,-8.386766783624827193e-01,-4.402900594505627097e-01
-1.160269908961102381e+00,-4.738819097275405179e-01,-3.796491979321075516e-01
-8.698098261592936975e-01,-5.382574571337067626e-01,-6.817509444058658108e-01
-5.011489518339210525e-01,-1.520041726967090723e-01,-6.574945997984837920e-01
3.127776538194988465e-01,1.001333879774421731e-01,-6.155972772948239413e-01
-3.399595652241261812e-01,-3.308251377138375915e-01,-9.188015848870995095e-01
-1.460305598888245404e+00,-1.266058784753419930e+00,-3.326065902086999815e-01
-5.857334814410412038e-01,-4.667290711268553549e-01,-5.902383715689244470e-01
-1.107604069771763511e+00,1.253528612337921233e+00,-1.989755951340300921e+00
2.010622373572647503e-01,-1.945578451818508414e+00,-1.514190463990128244e-01
