-1020,-964,-140,84,-12,-130,4,-20,3,0,11,-8,-1828,-1665,1686,578,-111,-636
-670,674,113,354,-176,310,-12,7,0,-5,2,4,-1778,1624,-1077,-131,-1737,-410
-542,997,-303,471,80,246,-12,11,4,0,-3,0,-1416,1317,-2027,248,-1337,-630
-369,-714,-427,389,336,96,5,-9,3,-16,-4,1,-360,-1649,-396,1515,-589,-1224
-866,-659,-278,-221,46,38,-11,-12,7,-19,-6,-14,-1266,-1746,1192,-172,330,-530
-1724,67,326,124,162,515,-6,0,0,-23,4,-11,-4259,-300,131,-6,769,1113
-562,91,-914,186,-91,-199,-8,-6,4,-9,-5,11,87,-1652,-1214,880,-1981,-1229
-1579,15,256,81,96,717,-2,-4,-1,-21,11,-14,-4748,279,112,362,399,2082
-1584,188,425,254,322,386,0,-4,10,-18,3,-7,-4203,403,206,256,301,1713
-739,-473,-515,105,509,148,-16,-38,0,4,-2,0,-1523,-1807,-14,352,764,-995
-887,724,648,-482,-341,630,3,1,-2,-18,-8,-7,-2677,2935,1519,-1128,-1004,588
-568,459,-361,185,-469,-75,5,-1,10,-13,0,14,-1903,489,-1470,740,-1329,565
-649,614,-57,335,-99,241,-11,6,-2,-3,-4,-5,-1841,1845,-1601,674,-366,342
-571,-147,-317,-278,-60,-273,3,-5,18,2,8,2,-1589,-1860,-40,-512,688,-415
-558,281,-246,325,145,38,-3,13,-13,21,-6,0,-1733,666,-1681,1063,-301,131
-397,659,-1243,154,-79,64,-15,-2,4,-2,-6,12,-682,-2250,-2335,539,-885,-987
-331,142,-835,478,-20,325,-4,-1,-6,-14,-18,0,-1505,-832,-2202,1124,-425,261
-325,-995,-595,309,24,-49,0,1,2,4,-45,3,-25,-2453,391,1124,-751,-1595
-323,-1100,123,-565,893,-174,-7,-2,3,8,8,13,280,-2077,1873,374,2955,-1119
-744,582,282,25,667,26,-10,7,-4,-19,-5,0,-2982,1048,-709,249,1388,-691
-586,-1112,-253,-182,-67,-137,-10,12,14,6,-205,6,-797,-2221,1714,-316,249,-750
-1135,139,179,126,356,-371,1,2,11,-22,-4,4,-3558,-195,-431,921,240,1183
-380,-271,-3,392,828,-108,6,1,5,-7,-14,-6,-640,-640,-883,2140,965,-592
-1582,138,143,-122,-214,-666,-1,-1,-2,0,-1,-31,-4012,-61,812,270,-274,877
-785,-150,-11,-183,-169,-127,25,17,25,24,24,-19,-1804,-1207,426,-72,-227,-423
-534,-1094,-264,-345,177,-201,0,-13,3,4,8,0,-453,-2307,1928,818,876,-1567
-673,-129,-874,-143,346,111,-24,-10,8,0,0,5,-1029,-1783,-461,406,-1031,-771
-394,-991,-409,-76,20,75,1,-15,-4,-7,8,5,-324,-2224,1194,181,13,-853
-407,104,-808,261,163,200,-2,-4,-1,-18,-3,12,-1856,-812,-1355,859,-1316,-386
144,63,-896,-295,-327,-351,7,-10,13,9,-9,7,-169,-2512,-1199,-870,-555,-371
-490,-849,194,-537,-154,52,11,-6,1,3,16,1,-102,-1214,2299,-400,91,-367
-480,284,-687,11,290,-18,-17,16,0,-11,-5,0,-1527,-941,-1380,839,789,-477
-1517,389,299,-112,-285,-34,0,8,9,-13,3,-5,-3389,1118,926,-386,100,1204
-323,-666,-747,191,365,64,0,-15,-3,-16,1,5,-721,-2545,381,725,264,-1447
-102,183,9,789,493,188,-3,2,6,0,-12,-4,-1228,5,-1868,2164,328,110
114,350,-1236,-678,125,84,7,-7,0,4,1,-3,-179,-1592,-2290,-2513,-37,-1252
-396,-614,-6,-184,957,-168,-6,0,13,8,4,13,-460,-1767,595,-77,3237,-1344
-221,-252,-461,103,812,-57,-21,0,-8,-1,-5,6,-1275,-1602,-591,56,2459,-762
-954,-389,-206,104,-556,-621,-14,3,7,8,17,-6,-2438,-1812,877,633,-431,-380
-939,478,-204,-70,-388,-156,0,4,22,2,2,-11,-3175,-596,461,-441,-636,-794
-688,-161,638,397,-463,237,6,12,-5,-13,-1,-2,-1437,1220,2257,664,-590,-779
-902,-324,-497,161,-92,85,0,4,2,2,20,-11,-1921,-1950,-460,-425,543,67
-1245,-222,109,-421,-348,-922,-7,-10,11,-13,-6,-2,-2571,-715,2151,517,-677,-90
-730,-1143,-138,-127,436,181,-6,-17,-6,2,6,0,-1024,-2034,1535,410,1542,-1157
79,228,-1004,431,-78,493,-1,0,0,-16,-11,5,-668,-714,-2754,-247,-1522,732
-326,22,-794,-172,-237,-124,8,6,8,-8,8,7,-865,-1449,-269,-1092,528,-392
-409,-260,-246,-406,307,-371,0,-5,13,0,3,8,-848,-1558,-40,-656,1561,-316
-844,263,-309,-300,92,67,-8,2,22,2,2,-1,-2034,-1392,-262,-489,945,-180
-501,612,-621,253,-79,-5,-15,-32,37,-28,0,-3,-1348,121,-2097,753,-817,-245
297,604,335,524,-403,-252,0,12,-10,-1,-1,-6,-842,3053,-535,1026,-348,-141
-113,554,-363,197,-617,85,-5,12,6,-3,-3,8,-346,787,-1517,-63,-1659,-643
-990,-137,-286,257,-101,602,-5,-12,21,-7,3,5,-3015,-1140,333,-356,150,26
-459,-841,-633,-127,-22,-386,0,-15,7,-7,4,3,-916,-2507,962,-222,-11,-929
-713,-46,-346,-45,578,-173,-6,-1,8,-2,0,0,-1581,-1009,-718,253,1821,-928
59,-414,-69,-429,-511,-5,4,-19,5,16,4,0,1304,-987,1670,-940,-472,-96
-263,-187,-562,-154,-395,-216,-2,-9,4,-6,10,14,-499,-1595,150,461,-1706,-365
-396,-309,74,-3,-63,-247,16,2,11,0,3,-10,94,-835,1327,1550,-315,38
-198,1298,-832,-5,474,277,-17,8,3,9,-3,-8,-1519,920,-2917,-1077,-360,-1593
-34,-223,-682,-569,197,253,10,-5,8,5,2,4,-294,-1570,-607,-1562,564,-247
-812,854,493,57,-21,255,-4,0,-6,-11,-1,-10,-2355,4006,835,-881,-779,-371
110,-158,-1017,48,-49,56,-14,1,-13,-13,2,8,-687,-2481,-1006,-608,-1051,138
216,161,-558,661,570,76,-8,0,0,-2,-17,2,-78,-685,-1875,2197,809,1180
93,-400,27,-522,-351,-29,19,-13,0,2,5,0,1280,-1001,1381,-888,226,-69
208,39,-767,579,-123,-275,-3,20,-6,-5,-5,4,1589,-1187,-1007,643,-1895,-821
-470,-19,-93,-62,-171,161,9,-8,-6,-16,9,-11,-1713,-688,801,-484,-64,117
-464,165,-286,381,307,53,-88,-180,155,-39,-11,-35,-1104,-603,-1358,1139,664,714
-437,-321,-606,-268,62,-377,-5,-12,14,2,-4,6,-1304,-2107,192,-316,49,-828
-403,-163,-271,-437,76,98,36,44,47,-43,23,-8,-198,-1156,299,-872,826,190
-342,221,-1031,-281,-466,-240,-6,-18,5,-3,0,14,-872,-2857,-400,316,-2194,-1041
-2183,-516,829,1,-112,204,-19,-2,12,-10,11,-5,-5491,223,138,477,484,2718
-690,274,-47,284,-97,168,0,-39,28,-102,17,1,-2574,800,-765,366,-132,938
171,576,319,764,-366,-291,0,13,3,1,-4,-4,-958,2222,-1013,1108,-2013,-356
-118,-100,-872,-144,-358,-228,1,-20,8,2,-3,11,-767,-2932,145,-171,-1896,-1002
651,109,-999,-531,-541,62,1,-15,-11,-3,-3,8,1799,-1634,-1223,-1823,-901,-421
-630,-168,-304,-135,250,120,-9,-22,-34,18,8,-21,-1117,-1216,-433,-461,1056,-58
-519,406,-254,-240,237,-17,0,0,17,-4,-8,4,-1493,-820,-1095,-95,1461,-112
-466,160,462,593,-383,-95,-1,18,0,-18,-2,-3,-2371,2151,959,402,-197,173
660,-189,-1256,91,-128,-272,-2,-2,-12,-9,-6,6,2226,-2195,-2332,-140,-1943,-950
-104,-3,-224,246,876,231,-20,4,-5,0,-13,-1,-855,-1572,-576,1078,2711,-1590
-193,-169,-470,265,-48,-123,-77,17,-91,-121,185,64,717,-613,-848,852,-1516,-1184
-477,-344,-409,-347,119,144,5,14,8,1,12,-8,-1065,-1773,208,-624,941,-170
-4,-246,-602,141,-282,-229,0,11,-1,-6,7,11,744,-1620,-448,306,-2436,-220
-305,-649,-275,384,240,-6,-25,20,4,19,-28,49,454,-1411,119,1289,-1136,-1716
-90,440,74,414,17,185,18,30,53,34,-5,-17,-578,2002,-1447,432,37,231
-784,1147,445,134,-238,524,-2,-2,-8,-19,0,-1,-1742,4063,1004,-707,-2029,-654
476,-366,-617,-469,448,-62,-19,79,22,26,74,-37,305,-1908,-1145,-439,1939,-43
403,-425,-538,-326,15,279,4,-11,0,-1,0,15,827,-2716,-319,-1137,-534,-420
88,-275,-126,119,-410,-596,5,18,2,1,2,12,1993,-1745,602,-668,-2204,-798
338,-31,-913,-637,-72,22,-1,-6,4,4,-11,8,266,-2439,-948,-1197,428,-343
138,-337,-459,34,-558,-324,-7,15,-3,0,8,13,1209,-1903,1140,-514,-1755,113
-379,-390,-704,-24,-98,15,8,-5,3,-8,4,6,-592,-1934,139,-510,386,5
-858,-368,-10,586,596,107,39,0,0,0,0,0,-2364,-1761,-791,2188,-252,-654
583,688,-1198,495,189,273,0,-3,2,5,-19,-11,356,-1620,-3853,1097,-327,774
592,-159,-819,-691,121,-131,9,-8,7,3,-11,2,1459,-2371,-1174,-934,1263,554
318,-1021,-245,-363,-383,205,18,-2,4,-7,-9,0,1622,-1361,1803,457,-340,-1007
153,-354,-588,399,-154,199,3,-3,-11,-11,8,8,1580,-1039,-243,1242,-1412,-1233
305,-59,-293,-54,-118,147,8,3,0,5,14,11,2122,-1087,-43,-318,-731,-597
316,-303,-775,517,-15,133,-10,12,-12,-9,-1,6,1491,-1664,-936,-59,-2287,-1254
595,-107,-554,-463,118,-75,9,-12,0,-3,-11,0,971,-2365,-1671,-1359,670,-571
66,-362,6,-356,-519,61,18,1,-2,-1,8,-7,1500,-611,1563,-1016,-69,216
73,-290,-54,208,-407,-87,-11,-22,-57,-20,3,23,1678,-1271,827,-547,-1040,-549
728,-73,-433,861,78,312,-2,17,-7,0,-14,12,2334,-1621,-2095,2275,-891,1491
-434,-917,-194,28,119,-452,5,-17,12,2,10,1,-499,-2211,1169,855,-481,-1286
-98,138,1,-788,850,-124,10,0,18,3,-7,0,-509,-1654,102,-1034,2235,-574
-257,388,-729,389,303,13,-4,-5,4,-10,-18,-4,-1146,-1074,-1880,1177,849,345
-817,51,-298,-42,-60,-66,12,-3,20,-8,1,-2,-2675,-212,-169,235,-154,-399
139,-77,-404,487,195,92,-2,10,-2,-7,-16,-3,565,-648,-804,1548,-230,1319
-1322,733,119,-272,-521,-688,-7,-16,12,1,9,-8,-5248,1027,397,-696,-1115,-931
-91,1214,-152,41,466,294,-15,0,-4,9,-3,-13,-947,764,-2508,-1135,657,-1517
-725,997,317,-94,-354,133,2,4,-1,-11,11,-8,-2168,3476,-363,-1757,-945,-229
-796,420,-356,-204,58,53,-3,11,18,0,-3,0,-1653,-1250,-819,-983,1264,-373
-194,504,-546,3,554,373,-8,-9,10,8,-11,-10,-1034,-271,-1921,-589,971,-210
1740,-201,-344,-268,-657,91,10,13,-17,2,-1,4,4804,193,-902,-2116,-1089,1100
-694,187,-466,28,-179,-107,-1,-8,-2,10,3,-20,-1654,-925,-922,-162,323,-711
-699,150,-585,-134,-494,-1189,-19,-3,12,-11,-5,0,-2919,-1537,649,-1277,22,353
482,921,-850,-13,-905,69,7,-16,-12,0,-3,-4,1105,840,-1502,-1179,-1499,120
214,-102,-412,27,-399,-551,-3,21,0,0,7,6,1517,-2057,355,-418,-2098,-166
-759,1137,339,155,-239,-71,-13,4,-8,-3,10,-4,-2532,3763,-813,-1003,-518,-343
-124,967,-281,-675,102,447,-4,1,11,11,0,0,-968,1182,-2208,-2507,-446,-1363
-583,-166,3,381,128,-326,-3,7,8,3,6,-19,-2186,-647,-812,1320,160,505
215,534,-579,-311,624,-178,-3,-12,0,3,-6,-2,-31,292,-3740,-1249,742,-96
439,-127,-797,371,178,-135,-6,3,-4,-7,-13,13,1004,-1386,-2363,2180,-56,1151
591,470,-538,-126,965,-714,-5,-15,-2,11,-8,-8,1055,69,-4162,-1618,-44,-1422
-190,805,-702,604,211,266,-9,9,14,13,9,0,-681,687,-1382,403,-1122,199
385,-554,-13,-531,-28,294,12,3,3,17,6,5,1507,-456,990,-1087,1137,456
6,-30,-598,-179,-121,170,2,-10,16,13,-1,2,-753,-395,-1338,-1441,245,-1010
660,346,-1217,-578,229,372,5,-9,-8,9,5,-6,1315,-2387,-2467,-1984,873,-35
463,482,353,39,1236,-789,0,-15,-14,16,-3,0,1616,1372,-719,1727,2670,-1445
426,-421,-586,486,-72,538,6,10,-1,-5,-10,4,1689,-834,-839,1233,-588,1008
806,-18,-280,-853,-361,774,11,11,9,8,-13,-1,1905,-175,642,-2012,36,738
620,-414,-636,379,119,61,1,14,-1,-4,-9,15,2011,-2012,-1543,1646,-1711,7
-1659,-8,111,-180,-50,-1039,-19,-6,9,2,0,-13,-4163,-424,1614,410,-858,179
183,-1327,417,-201,-292,94,9,-4,-8,-5,4,20,1099,-1356,3194,-349,642,-62
-1106,-1071,61,-259,-142,-246,0,-13,0,1,22,1,-2120,-1576,2401,715,-79,-11
1008,-323,-487,-674,-475,301,6,-15,-4,4,-3,8,2501,-1424,95,-1881,-305,585
-485,-554,-543,504,363,176,5,-11,14,1,-5,-8,-1941,-2433,-1013,2428,23,-618
309,-601,-512,-88,-76,-27,3,-2,0,0,5,12,907,-2384,43,-277,322,150
-165,-53,-596,51,-324,-395,2,13,1,0,13,3,-420,-2677,-71,-220,-1342,555
144,963,448,460,497,-608,10,4,0,1,2,-20,570,3043,-1401,1856,673,-605
-148,-742,-273,-368,-185,100,16,-8,7,-4,0,-3,581,-1932,2246,-377,-271,-450
138,-491,161,-145,-158,103,15,1,0,0,3,4,1691,-691,1522,-796,-335,72
-12,-1156,-191,-455,377,65,-2,-12,-5,4,10,9,738,-2099,1524,586,1784,-739
823,-287,-772,-201,-184,125,0,-4,-6,2,-2,7,2316,-1075,-1132,-417,-379,475
774,538,-989,102,-533,5,0,-3,-14,-3,-4,-5,2395,-2390,-2777,-986,-2329,-905
397,472,-1220,582,-154,121,0,9,13,5,-9,8,-10,-544,-2733,270,-2615,-585
938,-212,-601,720,93,-373,-8,11,-3,7,-3,7,2306,-966,-706,1534,-1154,281
90,-497,226,505,568,-253,7,5,11,0,-10,-11,1142,105,164,2369,1122,-277
367,-225,-238,643,402,-163,-14,0,8,9,-16,0,878,744,-940,1529,-167,451
-334,224,368,-252,-285,819,9,-8,-9,-13,-5,-7,-320,1026,1410,-1142,-94,1441
216,-540,-485,148,-203,-275,-5,-5,-10,-2,3,18,1104,-1189,387,422,485,195
612,552,-1017,-187,-101,288,0,-13,-19,4,5,0,1078,-2403,-2245,-2229,364,819
157,-68,54,363,-528,-48,13,-5,-10,-5,5,-3,2218,-877,1226,317,-1386,-408
-533,174,670,173,-473,800,8,2,0,-12,0,-6,-1092,2378,2703,-626,-1547,165
748,-362,-706,474,-173,-207,0,12,-7,1,-3,9,2254,-1208,-711,1100,-1510,73
1353,187,-423,1096,1037,-138,-12,0,-1,8,-16,10,1281,-634,-2172,3021,1080,2479
643,456,-457,-247,202,-331,-4,-10,1,21,3,-3,1786,266,-3081,-423,541,-244
1176,362,-650,-315,-670,-41,3,0,-16,0,-8,-11,3928,-1133,-2975,-2483,-1391,238
-782,718,-60,201,-218,59,-8,-1,-5,-2,-6,-20,-2919,1400,-632,883,-708,22
19,352,57,698,328,107,-10,3,2,-2,-14,-12,-1341,1960,-1659,1180,-164,111
136,-1241,548,-656,-115,98,10,0,7,-2,-1,21,985,-1058,2713,-473,172,-293
-560,1069,430,-374,509,-207,-1,4,-11,-5,15,-1,-2998,3138,-719,-1269,906,556
509,509,-967,-532,402,-176,3,19,0,9,0,-14,570,-2138,-3452,-1464,1467,-815
747,-56,-911,355,79,72,-2,7,-9,-12,-11,8,1972,-2178,-1823,524,-2300,506
595,1340,-941,513,396,535,4,-5,-5,-4,-14,-13,-554,-1020,-4456,-540,-55,-25
-401,371,-397,-462,-186,-5,6,3,8,-2,-1,3,-623,-215,-944,-1521,437,-735
584,861,-877,-244,12,-300,-6,-12,-12,3,-5,-5,779,-398,-3785,-1671,358,971
734,568,-1125,739,392,124,-10,6,6,13,-6,8,1428,-690,-2841,1414,-1027,886
292,-691,-44,-335,-212,6,17,-2,10,-2,-5,10,1587,-791,1488,-210,-196,134
-744,211,-548,-109,-341,-676,-9,1,18,-10,-12,-3,-2293,-1852,-370,-718,1515,220
-393,300,-424,146,-492,-857,1,-24,2,0,10,10,-496,-346,-737,457,-2020,-656
359,-297,-774,93,-196,-82,-5,1,-11,-4,1,5,1620,-1709,-1285,-256,-1783,-944
788,120,-607,-338,-326,-551,0,-1,-21,-1,7,3,2706,-1700,-2350,-1207,-1045,-648
730,-1155,69,280,-343,-181,7,-6,-1,0,-14,18,2913,-1031,1591,287,-936,-353
505,-173,-815,282,-181,-327,-2,6,-4,-8,-2,13,1115,-1761,-1923,724,-2004,-877
-693,-438,-107,354,448,-68,-13,-17,6,-4,-2,1,-2550,-1635,169,965,881,-1303
165,-451,-576,239,-335,-98,-5,8,-9,-5,7,15,1139,-1561,-685,623,-2144,-1304
-152,-469,125,-256,-58,65,-20,32,9,-74,5,-7,620,-530,1292,-738,444,-72
64,-929,330,-693,634,-53,0,-10,4,11,7,12,1616,-1227,1484,-723,2558,-1160
19,-153,4,-234,-132,273,-2,26,-12,0,4,8,936,-164,503,-646,440,719
1031,536,657,1338,-338,-636,-16,8,-10,13,-10,3,1008,3532,338,2942,-1456,7
-1664,-386,316,-196,-219,-501,-12,0,16,1,11,-13,-4469,-1805,914,-247,481,-455
583,-133,-1167,26,-236,327,0,0,-3,-6,-7,1,1664,-942,-2587,-735,-1383,291
-1869,167,434,-408,186,-523,-10,4,20,-9,13,0,-4949,-97,838,-414,208,1053
606,450,-598,-266,-227,384,-4,-19,0,12,-6,6,1448,1046,-2594,-1823,-508,378
28,1078,-267,3,341,-274,-6,-4,0,8,1,-7,-278,1110,-2512,-1191,353,-642
-101,265,-660,300,-316,222,1,10,10,-10,-8,10,-824,718,-1387,-370,-737,903
592,-254,120,155,-393,-90,9,-4,-10,2,8,4,2897,40,559,227,-1151,-508
399,248,-757,-114,-554,-419,-2,-1,-21,-11,-1,-1,1358,-3112,-1031,-1186,-1825,214
-95,-193,-83,34,324,-380,7,2,10,7,0,-11,1097,-367,663,1116,577,-673
-179,1608,196,395,-295,-153,-11,7,-4,6,11,-10,-1434,3824,-2176,-688,-1220,-1430
289,-1484,173,162,-57,-559,9,-3,1,-9,-10,13,1166,-1516,2427,1610,-450,-1285
715,-68,-92,-738,-457,113,13,39,22,51,-2,-36,1908,-321,887,-1934,-111,611
-154,1280,42,310,-316,435,-13,12,-2,2,13,1,-1834,2759,-1928,-1462,-1704,-1349
-919,114,276,51,-464,56,-3,-13,-3,-19,-7,-6,-3159,1004,251,-509,187,505
-10,-719,66,-356,144,173,7,-14,-3,10,10,6,689,-1236,1398,-834,1179,-919
709,296,-644,488,-286,-520,1,7,-20,-11,2,0,1658,-2241,-1564,-77,-1747,369
701,448,-225,-419,-658,328,7,-13,-1,16,-5,-3,1628,943,-353,-2011,-135,209
